q0,q1,q2,q3
0.9992162955345452,-0.011159584999372961,-0.002365144808929725,-0.037903357192956975
0.9922559071026448,-0.04043148572441156,-0.013131843536771113,-0.11670931605683192
0.9753468617333716,-0.07932092949678869,-0.030669957516524564,-0.20363212697078295
0.9481851699778504,-0.1201252212538284,-0.045433351573271975,-0.2906038974155172
0.9116947448958541,-0.15698366459725116,-0.05015325455594476,-0.37636879808673407
0.8674338431246966,-0.1847732519856967,-0.040623995152303145,-0.46018155558855806
0.8170258395941224,-0.20034097923599775,-0.017795415616024796,-0.5403846709379189
0.7619424917076495,-0.20410820413643438,0.011802631092545188,-0.6145276056855083
0.7039726313574776,-0.19821435694438788,0.0414421111309393,-0.6807467622632114
0.6450930579058182,-0.18478802637003644,0.06656335465511282,-0.7384291785027023
0.5870365228948436,-0.16546840936768753,0.08432662753489945,-0.7879703966948336
0.5310611859438218,-0.1413926653699735,0.09275657902567679,-0.8302881113689867
0.4777608132004713,-0.11390463893397702,0.0911897713423966,-0.8662879221499077
0.4270446723874724,-0.08541469353494525,0.08170036343461105,-0.8964721012838985
0.3787005482638524,-0.058351062472096836,0.06764075981223897,-0.9211980111324393
0.3326983384795064,-0.03437953654287304,0.05194379841715546,-0.9409738065919345
0.2891545075454596,-0.0144097365940066,0.03664101642319765,-0.9564724073475309
0.24823489636229704,0.001177141092538321,0.02301026207958599,-0.9684258248551786
0.21009993367701596,0.012362697320496305,0.011794264112438774,-0.9775306014420949
0.17488700114936184,0.01940386407549446,0.003336509979674308,-0.9843916367094504
0.14271451835302015,0.022775853077012756,-0.0023444549594495863,-0.9894990298793707
0.11369272750145504,0.02310791660248596,-0.00549384078902116,-0.9932319998078136
0.08793267637303466,0.021140385535126927,-0.006540151889755602,-0.9958805926240188
0.06554623158919451,0.017693929811377743,-0.006005515995038786,-0.9976745711781082
0.04662733176525966,0.013539229608195702,-0.004459867939817918,-0.9988106380095495
0.03121587238285747,0.00930648650055421,-0.0024642172752538547,-0.9994663006232367
0.01925402021537252,0.00545049342671044,-0.0004772444062400877,-0.9997996533772866
0.010547920328478467,0.0022543107828057736,0.0011908524097307002,-0.999941118844673
0.0047511122351576295,-0.00014690690982672183,0.0023794286654393237,-0.9999858716472846
0.0013803038644706247,-0.0017327623660874144,0.003052641485305512,-0.9999928867255695
-0.00013803893246119896,-0.0025612699132468164,0.0032638197004899792,-0.9999913840330972
-0.00039990066546631743,-0.0027365092346902944,0.0031185269087801236,-0.9999913130638866
5.4811282076103754e-05,-0.002388312608480179,0.002742813233409802,-0.9999933848517628
0.0008047409314609743,-0.0016655388606142021,0.0022578164436323563,-0.9999957402148005
0.001573409419791516,-0.0007255910291233321,0.0017607496557898786,-0.999996948731692
0.00220827466802735,0.0002804341763550753,0.0013145905358788906,-0.9999966582669937
0.0026422212196827695,0.0012223561878281942,0.0009499801766885507,-0.9999953109205839
0.0028596709789438122,0.0020024817141555194,0.0006742385752481945,-0.9999936787627163
0.002872887844562574,0.002560440188674606,0.000479577196114479,-0.999992480212767
0.0027095323287025888,0.0028721783881687354,0.0003495626143018723,-0.9999921432925536
0.0024078808372071723,0.0029448560722522455,0.0002642371604194464,-0.9999927299370313
0.0020116265786737685,0.002808635172547127,0.00020401038021198106,-0.999994011543403
0.001563709738180312,0.00250741762083384,0.00015232848849589615,-0.9999956221310742
0.0011016835105019376,0.00209002450914387,9.714156578013819e-05,-0.9999972042315548
0.0006551124258493,0.0016034994449908946,3.13033335853184e-05,-0.9999984992252743
0.0002448265430297471,0.0010888371498568089,-4.785092724310426e-05,-0.9999993760086862
-0.00011654995023525935,0.000578635641143404,-0.00013945099462522143,-0.9999998159810877
-0.0004232937759197918,9.626101384755996e-05,-0.00024026899712258022,-0.9999998768184015
-0.0006749485830296647,-0.00034385552655619676,-0.0003458862568241622,-0.9999996531890906
-0.0008746862957056507,-0.0007351340138355436,-0.00045168278454746526,-0.9999992451449967
-0.0010278411846408298,-0.0010772981024259763,-0.000553559392149254,-0.9999987381731021
-0.0011407472299995703,-0.0013746318771861753,-0.0006483691384621636,-0.9999981942502155
-0.0012198770062148757,-0.0016342469026606582,-0.0007340848026836698,-0.9999976510267671
-0.001271282592949639,-0.0018645090230396547,-0.0008097594023210202,-0.9999971257648698
-0.0013002859651366908,-0.0020737307789103366,-0.0008753482249970559,-0.9999966212261094
-0.001311345179722493,-0.0022691908037370534,-0.0009314581756123566,-0.9999961316591863
-0.001308059666223426,-0.0024564993205101397,-0.0009790811293021286,-0.9999956478863221
-0.0012932364764145952,-0.0026392920757694264,-0.0010193569067618513,-0.9999951611823172
-0.0012689854314926,-0.002819206167283656,-0.0010533906832015528,-0.9999946659456093
-0.001236871231586208,-0.0029960798913293337,-0.0010821336927725241,-0.999994161203193
-0.001198076055895048,-0.003168309191880943,-0.0011063219859777389,-0.9999936511204314
-0.0011535360733542592,-0.003333287621680276,-0.0011264617259841556,-0.9999931446919617
-0.001104043496009195,-0.0034878643122145015,-0.0011428525513068328,-0.9999926547616311
-0.001050315822060053,-0.0036287868137442132,-0.0011556331483376153,-0.9999921964958483
-0.0009930378430298215,-0.003753061094671328,-0.0011648349618427697,-0.9999917856484307
-0.000932884192246484,-0.003858197925080951,-0.001170436586573932,-0.999991436918577
-0.0008705280133070102,-0.003942364266086051,-0.001172409835795133,-0.9999911625587556
-0.0008066397446305919,-0.004004401096268008,-0.0011707589431012649,-0.9999909715707449
-0.0007418753629950277,-0.004043713480772355,-0.0011655486775845583,-0.9999908696048729
-0.0006768479078078679,-0.004060191850707941,-0.0011569088526828903,-0.9999908589957457
-0.0006121053580734218,-0.00405424161434963,-0.0011450213161901348,-0.9999909385449208
-0.0005481269083651057,-0.004026785641505149,-0.0011301026184759044,-0.9999911035684141
-0.0004853437489608807,-0.003979162918526323,-0.001112390672261107,-0.9999913465048054
-0.000424176398009913,-0.003912971700710795,-0.0010921309544034404,-0.9999916578504071
-0.00036506819169621627,-0.003829919480986144,-0.0010695627052351928,-0.9999920271038547
-0.0003084995346530561,-0.0037317901650391356,-0.0010449106219182767,-0.999992443234377
-0.0002549654486725736,-0.003620538502635787,-0.0010183833708651273,-0.9999928946662684
-0.00020492646461776613,-0.0034982397854635594,-0.0009901754076647872,-0.9999933698133862
-0.00015876182951253174,-0.0033669553353624614,-0.0009604668862488017,-0.999993857833501
-0.00011674041188459483,-0.0032286127136188633,-0.0009294232917213001,-0.9999943491837011
-7.901043218125882e-05,-0.003084919200779322,-0.00089719859832341,-0.9999948359174297
-4.5603858574826927e-05,-0.002937310409481469,-0.0008639408847596154,-0.9999953117540034
-1.6450518109441445e-05,-0.0027869422424405222,-0.0008297939778195502,-0.9999957719512091
8.602999390321621e-06,-0.002634720654869777,-0.0007948962833806269,-0.9999962130473415
2.9772873178923598e-05,-0.002481344829059918,-0.0007593821997690408,-0.9999966325824798
4.73185796592789e-05,-0.0023273533646570644,-0.0007233844212439528,-0.9999970288447663
6.1525793847566e-05,-0.0021731778931183853,-0.0006870329625556104,-0.9999974006436877
7.26923973787751e-05,-0.0020191982072520725,-0.0006504521305907503,-0.999997747128818
8.111783968238497e-05,-0.0018657782196404413,-0.0006137599458892333,-0.9999980676915767
8.709565918292244e-05,-0.0017132887720251904,-0.0005770687696572378,-0.9999983619208739
9.090835290733366e-05,-0.0015621297741246513,-0.0005404861447168215,-0.9999986295781317
9.282401195555382e-05,-0.001412733490685679,-0.0005041176418633821,-0.9999988706147552
9.309415412747488e-05,-0.0012655580770764298,-0.0004680691297723302,-0.9999990852021556
9.19523497082021e-05,-0.0011210799006130237,-0.0004324471821998882,-0.999999273755592
8.961362626505816e-05,-0.0009797824154103496,-0.00039735793584257264,-0.9999994369499307
8.62745647521305e-05,-0.0008421432649529213,-0.00036290448707442874,-0.999999575724663
8.211422565852818e-05,-0.0007086194054168007,-0.0003291843890034241,-0.9999996912755742
7.729576121640786e-05,-0.0005796331364400969,-0.00029628684687620977,-0.9999997850313627
7.196808439194735e-05,-0.0004555592511484439,-0.00026429049662323964,-0.9999998586174058
6.62671889147682e-05,-0.00033671788800369103,-0.00023326258099124085,-0.9999999138081381
